Country,IC1,IC2,IC3
Afghanistan,0.7418768459306087,1.9328819709671516,-4.548484637724411
Albania,-0.15465187276927056,0.6562726759797809,-7.10905319728155
Algeria,1.387846558437549,-0.7915678867465283,-11.552168885755089
Andorra,3.4638651220192287,2.9678012369521714,-5.123464955101529
Angola,1.984261030702572,5.9590636678840685,-8.878131748987117
Antigua and Barbuda,6.954510132925462,2.2589799244811526,-6.135937583053531
Argentina,2.040915695687888,-1.2764099749965385,-5.604220191015133
Armenia,2.4510748459270246,-0.07111190912285509,-0.3462649250174772
Australia,2.8188813757437585,-1.2274500853495576,2.375062431338054
Austria,3.9290354565316417,5.418709592521728,-1.8355208386766382
Azerbaijan,-0.8699850159726126,-2.8680852271047823,-1.7570435215089188
Bahamas,6.405645599996652,4.62230248344719,-8.600545840806983
Bahrain,-1.6606562760968637,0.3200394117788235,3.2711596845298128
Bangladesh,-3.47506500861923,2.2427224673640733,-8.205824980654409
Barbados,5.306822600407799,1.9613534491075206,-4.9483303848506885
Belarus,-0.6195473194958397,0.21081255411983862,0.1001338835250303
Belgium,3.408718757347074,4.979581311210619,-9.202635497295518
Belize,6.716420383095121,2.9042073366917682,-6.688216252437924
Benin,2.1204605530570424,1.249331172136439,-2.4867189057734747
Bhutan,-2.980141082194799e-16,-2.2076675905786577e-16,-9.110995500351939e-16
Bolivia,3.178812643466866,3.936445217341894,-6.472127546739312
Bosnia and Herzegovina,1.9100622117700616,2.736700473923473,-4.843071535816368
Botswana,2.1079975464278355,5.19619799240952,-7.360217946651666
Brazil,2.277336592696501,3.446327287473214,-6.531123320431085
Brunei,-0.5113165154554817,-0.6418847517597249,1.1042013861320836
Bulgaria,2.5444344667049625,-1.0501682617770747,-5.634725410689468
Burkina Faso,0.6011181039542012,2.184517820186222,-7.607637353391367
Burma,2.7394855169034975,3.6257868342640323,-5.688224902627355
Burundi,6.763439235347397,0.975520903375947,-4.863872721168256
Cabo Verde,-5.518560676111792,5.170891823495826,-7.368089281052596
Cambodia,1.5921250202782569e-15,9.171539924286872e-17,-4.86267991364825e-17
Cameroon,1.102063892903588,1.4887329375225458,-3.14749416725925
Canada,3.754962230456473,1.8725221289160525,-3.7051925832578787
Central African Republic,-9.460266803976193e-16,-3.510680393187407e-16,-7.28556323548483e-17
Chad,0.2516446647754587,0.019717117003254882,-0.1448832885834087
Chile,3.721074251319116,-0.2472710607368668,1.0852068163423239
China,0.6436885436997996,-0.3638027222298811,-2.347606494331193
Colombia,3.5168212434235175,2.061631845388066,-4.250804122198461
Congo (Brazzaville),9.083714247136746e-16,1.4943029333764325e-15,-8.158599072733457e-16
Congo (Kinshasa),7.870223499469144e-16,3.0982487661821915e-16,2.5680967827116268e-17
Costa Rica,-0.10133198055286431,-1.6886069764170482,1.6774028721358951
Cote d'Ivoire,1.001353957918836,-0.7498024333704264,0.5057755753020642
Croatia,4.086384479145197,0.8136659454130871,-0.9387849334487629
Cuba,0.48796523279567783,-0.07638269904679997,-5.094165814910124
Cyprus,-0.8451699771712916,1.6558846701061725,-2.7455550882930706
Czechia,4.944192490371176,1.553616129503952,-1.5672073876815749
Denmark,1.9853900287199344,5.108689828441769,-5.00682322696412
Diamond Princess,0.6269169425770997,0.8448407637656641,-2.8266338550318624
Djibouti,-3.6131155908467223,-0.44759114483889706,2.4435028196509463
Dominica,-1.2297064155500994e-15,-5.241849506566617e-17,1.9114050828404855e-16
Dominican Republic,1.0228543360248588,1.7231361868217858,-6.6486436176823185
Ecuador,1.0234745835973904,0.6107383375418791,-6.230710430483568
Egypt,0.5268266626175704,1.7134780884308853,-8.465190252995322
El Salvador,2.165442977710029,2.9622183413847525,-4.6010575466457
Equatorial Guinea,-0.7994603771901242,-0.07508679865673996,0.4763591315640008
Eritrea,-7.222201274769683e-16,-2.1755313577799147e-16,-1.3605133132944805e-16
Estonia,4.662042327835601,0.6076810825775861,-1.4844385395389625
Eswatini,2.4621088288286304,0.2459853572371798,-1.6574693574043051
Ethiopia,2.779274088846073,1.6944848053412154,-3.3152052719146585
Fiji,2.0626621922128707e-15,-1.0540645763509502e-16,-2.357786327772314e-16
Finland,4.803273924173817,1.7376557577527205,-1.6299161391182229
France,2.0441708836987287,3.1579513957646435,-7.2165112858148746
Gabon,-6.786601784492202,0.6151477714963071,-5.233015551953974
Gambia,-2.2424090750211025,6.171023830533094,-11.868822818072626
Georgia,0.24038674380896363,0.16187386480671143,-0.2711042180649634
Germany,4.16069699572236,5.623647648114247,-2.0522094302110934
Ghana,-3.6724654886941623,0.7647536179527812,-2.3702829747589624
Greece,1.2207554795690085,2.4646144575438593,-6.232511437217932
Grenada,5.299225121662096e-16,-1.657976839081659e-16,-5.672424722331176e-17
Guatemala,-1.077313038075319,-2.1972574980581645,-5.755480162091181
Guinea,-1.1925497221473087,-0.13645885123774026,0.8287749980335649
Guinea-Bissau,0.23161100090530948,0.018860590428603854,-0.13699431099423906
Guyana,-1.1310501608736983,-3.3483189575705956,-12.686121308755903
Haiti,5.2749828954545235,2.202199165786413,-5.197504196240847
Holy See,-1.30916631197536e-16,1.0885355475420908e-16,-4.8294510179534197e-17
Honduras,3.738933221078851,4.045881161388634,-7.24140951916196
Hungary,2.330008952345299,1.6702341543614079,-8.27349950314183
Iceland,2.5924510586557266,-1.3328129252305208,4.551883442114567
India,0.8261926889735933,0.5575286637397303,-4.896155791606266
Indonesia,-0.3972456738737142,-0.23550765991835113,-10.205426431089274
Iran,-0.4394185370816351,-0.8662248264100955,-4.8763003208976725
Iraq,-1.3211766952240598,-2.7183368450395706,-7.76377899753684
Ireland,3.8023580284512826,2.7571797870941603,-4.249739574109592
Israel,4.074480534014501,0.012574952779115857,1.7038415190463698
Italy,0.40393923322297537,-0.7298078358402409,-9.89621014391497
Jamaica,-1.4273925567536392,1.7702100021047715,-6.236751754477587
Japan,-0.9644992627813116,-1.4249789248578482,-3.4235097217174335
Jordan,1.2400210210399814,1.08257517209699,-1.684278498208764
Kazakhstan,0.8147188312287815,-0.771836337649972,0.2889471540921338
Kenya,2.349281643278502,2.457222245794624,-4.915159480021884
"Korea, South",0.9621628083176931,1.477485537301593,-3.3437793409913197
Kosovo,2.445800872691854,0.6602535600628073,-2.1057625896060124
Kuwait,-2.336241099273219,-2.5503040716068526,4.000217530395383
Kyrgyzstan,0.47414807609989634,0.24992046747938337,-0.48491089864377734
Laos,-1.1361386922068206e-18,-9.478180303441001e-20,6.460118417578743e-19
Latvia,0.5864714296850366,-1.4407843445165642,1.3143696630963912
Lebanon,1.083007996689815,-0.5274202919358771,-4.949288865034927
Liberia,5.632600190170784,3.632870835912089,-6.964095388968716
Libya,1.7482879187557976,2.6625250091819024,-3.918216055121723
Liechtenstein,0.5546020391910781,0.3440881282902872,-0.6725264094569688
Lithuania,2.1627858054265685,1.3007948572324997,-2.8327023482031257
Luxembourg,2.2992288662388165,0.4790639583118451,-1.9098021637091145
MS Zaandam,6.673006413286159,5.7605709865513655,-10.146993777000608
Madagascar,0.0,0.0,0.0
Malawi,6.6764232317682675,2.5066482619143584,-6.254357092598968
Malaysia,1.1407342907373292,2.632304890442644,-1.3052030380620225
Maldives,0.0,0.0,0.0
Mali,2.6814640314178133,4.622672516766453,-7.247438870665345
Malta,-0.8254353295470872,-0.3875082520606711,0.8520219412323624
Mauritania,4.46171695843053,5.789444407815284,-9.485637810805322
Mauritius,-0.7352996498735409,1.538023270528314,-4.802899711160438
Mexico,4.241159912450783,3.471113304233173,-6.551281306416223
Moldova,2.756230535360224,0.4513401138225254,-2.531615674656368
Monaco,2.371532645452085,1.0188671996715042,-2.673799287248742
Mongolia,0.0,0.0,0.0
Montenegro,0.25489618001827397,0.10296601887078771,-1.274585929079955
Morocco,-0.002626995572986704,-1.0148727823108372,-7.7378587672521135
Mozambique,0.0,0.0,0.0
Namibia,0.0,0.0,0.0
Nepal,0.0,0.0,0.0
Netherlands,1.271479905334337,2.822026955189552,-10.126443678715782
New Zealand,1.9305166472802853,-3.8344014953359262,3.8241424947350993
Nicaragua,2.6433050760099603,6.452156826621586,-11.01629556794244
Niger,-1.3719385699285138,3.2023977660179774,-5.63655723928137
Nigeria,2.0235752067762798,1.3878582111936015,-3.522410471862188
North Macedonia,2.351154173798415,2.779716810882844,-5.178699021397252
Norway,4.166504914173872,3.5094893242422933,-0.7951642286212343
Oman,-1.317034888661769,-1.2170510039346971,2.165581421116136
Pakistan,2.2317749910550257,1.4371773331123168,-1.4562847508949408
Panama,1.3299185947292715,0.25208585232184955,-3.8287032676448085
Papua New Guinea,0.0,0.0,0.0
Paraguay,-0.7774646973082364,2.325392637988764,-6.419454979982637
Peru,0.4084265964411443,2.1941998517132837,-4.069679766766415
Philippines,0.708295237997046,-0.1486840381987972,4.097468806065099
Poland,3.0943981002785144,0.1385144931962597,-4.492813152158432
Portugal,2.0516974764377065,3.1644139412230503,-3.963024247207354
Qatar,-3.1889370023612167,-3.339722452337754,6.312281063296558
Romania,2.346736624702245,3.2043712549000243,-5.871592061059754
Russia,2.0310393303480927,0.3947394717701123,1.7644108235833287
Rwanda,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,0.0,0.0
Saint Lucia,0.0,0.0,0.0
Saint Vincent and the Grenadines,0.0,0.0,0.0
San Marino,-0.9764128952641863,-0.8946367852151821,-9.936668725047557
Sao Tome and Principe,0.0,0.0,0.0
Saudi Arabia,1.8472692242791526,0.29904498367429005,0.47973407831148385
Senegal,0.23404604118314143,-0.5483114492086719,0.5600827759638334
Serbia,1.4607110700779573,1.9945670645200255,-2.4130829449624147
Seychelles,0.0,0.0,0.0
Sierra Leone,1.1747389550377842,0.11050277824983798,-0.705125525230433
Singapore,-2.2531806787214386,-2.050013046719297,6.001776564653967
